SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	ACTIVITY	ACTIVITY_DESC	SEX	SEX_DESC	AGE	AGE_DESC	EDUCATION_LEV	EDUCATION_LEV_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	513	Europe and Northern America	2016	_T	No breakdown	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	21.5652	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2016	ISIC4_A	Agriculture, forestry and fishing	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	99.0613	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2016	ISIC4_A	Agriculture, forestry and fishing	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	98.8576	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2016	NONAGR	Non-agriculture	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	73.0721	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2016	NONAGR	Non-agriculture	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	76.6761	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2016	_T	No breakdown	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	88.0453	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2016	_T	No breakdown	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	85.811	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2016	ISIC4_A	Agriculture, forestry and fishing	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	96.9512	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2016	ISIC4_A	Agriculture, forestry and fishing	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	90.9729	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2016	NONAGR	Non-agriculture	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	34.8452	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2016	NONAGR	Non-agriculture	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	50.7331	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2016	_T	No breakdown	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	54.1478	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2016	_T	No breakdown	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	58.9252	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	753	Eastern and South-Eastern Asia	2016	ISIC4_A	Agriculture, forestry and fishing	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	89.3098	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	753	Eastern and South-Eastern Asia	2016	ISIC4_A	Agriculture, forestry and fishing	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	88.0502	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	753	Eastern and South-Eastern Asia	2016	NONAGR	Non-agriculture	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	50.83	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	753	Eastern and South-Eastern Asia	2016	NONAGR	Non-agriculture	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	54.5925	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	753	Eastern and South-Eastern Asia	2016	_T	No breakdown	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	56.3237	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	753	Eastern and South-Eastern Asia	2016	_T	No breakdown	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	59.3406	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
