SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	MARITAL_STATUS	MARITAL_STATUS_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	114.0266445	22.41749934	344	China, Hong Kong Special Administrative Region	1996	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	3.99	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	114.0266445	22.41749934	344	China, Hong Kong Special Administrative Region	1996	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	2.66	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	114.0266445	22.41749934	344	China, Hong Kong Special Administrative Region	2006	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	7.86	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	114.0266445	22.41749934	344	China, Hong Kong Special Administrative Region	2006	F	Female	Y45T49	45 to 49 years old	1.3.2	Separated	1.04	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	114.0266445	22.41749934	344	China, Hong Kong Special Administrative Region	2006	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	3.09	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	114.0266445	22.41749934	344	China, Hong Kong Special Administrative Region	2006	M	Male	Y45T49	45 to 49 years old	1.3.2	Separated	0.64	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	114.0266445	22.41749934	344	China, Hong Kong Special Administrative Region	2016	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	9.19	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	114.0266445	22.41749934	344	China, Hong Kong Special Administrative Region	2016	F	Female	Y45T49	45 to 49 years old	1.3.2	Separated	0.75	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	114.0266445	22.41749934	344	China, Hong Kong Special Administrative Region	2016	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	4.58	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	114.0266445	22.41749934	344	China, Hong Kong Special Administrative Region	2016	M	Male	Y45T49	45 to 49 years old	1.3.2	Separated	0.45	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	114.0266445	22.41749934	344	China, Hong Kong Special Administrative Region	2016	M	Male	Y45T49	45 to 49 years old	1.3	Divorced or Separated	5.1	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	114.0266445	22.41749934	344	China, Hong Kong Special Administrative Region	2016	F	Female	Y45T49	45 to 49 years old	1.3	Divorced or Separated	10.0	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	19.41221519	47.1651448	348	Hungary	1990	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	10.55	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	19.41221519	47.1651448	348	Hungary	1990	F	Female	Y45T49	45 to 49 years old	1.3.2	Separated	4.38	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	19.41221519	47.1651448	348	Hungary	1990	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	8.34	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	19.41221519	47.1651448	348	Hungary	1990	M	Male	Y45T49	45 to 49 years old	1.3.2	Separated	4.86	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	19.41221519	47.1651448	348	Hungary	2001	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	16.73	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	19.41221519	47.1651448	348	Hungary	2001	F	Female	Y45T49	45 to 49 years old	1.3.2	Separated	2.21	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	19.41221519	47.1651448	348	Hungary	2001	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	13.59	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	19.41221519	47.1651448	348	Hungary	2001	M	Male	Y45T49	45 to 49 years old	1.3.2	Separated	2.03	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	19.41221519	47.1651448	348	Hungary	2011	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	17.94	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	19.41221519	47.1651448	348	Hungary	2011	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	13.52	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	-19.02116966	64.79134763	352	Iceland	2011	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	10.94	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	-19.02116966	64.79134763	352	Iceland	2011	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	8.23	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	79.3608464	22.34642074	356	India	1981	F	Female	Y45T49	45 to 49 years old	1.3	Divorced or Separated	0.67	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	79.3608464	22.34642074	356	India	1981	M	Male	Y45T49	45 to 49 years old	1.3	Divorced or Separated	0.45	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	79.3608464	22.34642074	356	India	1991	F	Female	Y45T49	45 to 49 years old	1.3	Divorced or Separated	0.55	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	79.3608464	22.34642074	356	India	1991	M	Male	Y45T49	45 to 49 years old	1.3	Divorced or Separated	0.3	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	79.3608464	22.34642074	356	India	2001	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	0.88	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	79.3608464	22.34642074	356	India	2001	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	0.34	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	79.3608464	22.34642074	356	India	2011	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	0.23	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	79.3608464	22.34642074	356	India	2011	F	Female	Y45T49	45 to 49 years old	1.3.2	Separated	0.92	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	79.3608464	22.34642074	356	India	2011	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	0.13	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	79.3608464	22.34642074	356	India	2011	M	Male	Y45T49	45 to 49 years old	1.3.2	Separated	0.44	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	134.3499412	-25.57717202	36	Australia	1986	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	8.77	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	134.3499412	-25.57717202	36	Australia	1986	F	Female	Y45T49	45 to 49 years old	1.3.2	Separated	3.57	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	134.3499412	-25.57717202	36	Australia	1986	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	7.18	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	134.3499412	-25.57717202	36	Australia	1986	M	Male	Y45T49	45 to 49 years old	1.3.2	Separated	3.26	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	134.3499412	-25.57717202	36	Australia	1996	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	13.4	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	134.3499412	-25.57717202	36	Australia	1996	F	Female	Y45T49	45 to 49 years old	1.3.2	Separated	5.39	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	134.3499412	-25.57717202	36	Australia	1996	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	10.72	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	134.3499412	-25.57717202	36	Australia	1996	M	Male	Y45T49	45 to 49 years old	1.3.2	Separated	5.07	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	134.3499412	-25.57717202	36	Australia	2016	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	14.26	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	134.3499412	-25.57717202	36	Australia	2016	F	Female	Y45T49	45 to 49 years old	1.3.2	Separated	5.84	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	134.3499412	-25.57717202	36	Australia	2016	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	10.19	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	134.3499412	-25.57717202	36	Australia	2016	M	Male	Y45T49	45 to 49 years old	1.3.2	Separated	4.91	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	134.3499412	-25.57717202	36	Australia	2016	M	Male	Y45T49	45 to 49 years old	1.3	Divorced or Separated	15.1	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	134.3499412	-25.57717202	36	Australia	2016	F	Female	Y45T49	45 to 49 years old	1.3	Divorced or Separated	20.1	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	113.9174	-0.9945822040000001	360	Indonesia	1990	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	4.78	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	113.9174	-0.9945822040000001	360	Indonesia	1990	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	1.3	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	113.9174	-0.9945822040000001	360	Indonesia	2000	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	3.5	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	113.9174	-0.9945822040000001	360	Indonesia	2000	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	1.05	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	113.9174	-0.9945822040000001	360	Indonesia	2010	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	4.12	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	113.9174	-0.9945822040000001	360	Indonesia	2010	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	1.66	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	54.19766348	32.74370885	364	Iran (Islamic Republic of)	1986	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	1.01	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	54.19766348	32.74370885	364	Iran (Islamic Republic of)	1986	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	0.52	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	54.19766348	32.74370885	364	Iran (Islamic Republic of)	1991	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	0.65	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	54.19766348	32.74370885	364	Iran (Islamic Republic of)	1991	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	0.41	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	54.19766348	32.74370885	364	Iran (Islamic Republic of)	1996	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	0.89	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	54.19766348	32.74370885	364	Iran (Islamic Republic of)	1996	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	0.44	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	54.19766348	32.74370885	364	Iran (Islamic Republic of)	2006	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	1.49	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	54.19766348	32.74370885	364	Iran (Islamic Republic of)	2006	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	0.79	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	54.19766348	32.74370885	364	Iran (Islamic Republic of)	2011	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	2.29	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	54.19766348	32.74370885	364	Iran (Islamic Republic of)	2011	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	1.07	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	54.19766348	32.74370885	364	Iran (Islamic Republic of)	2016	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	3.26	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	54.19766348	32.74370885	364	Iran (Islamic Republic of)	2016	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	1.75	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	43.76606267	33.05013795	368	Iraq	1987	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	1.55	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	43.76606267	33.05013795	368	Iraq	1987	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	0.76	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	43.76606267	33.05013795	368	Iraq	1997	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	1.77	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	43.76606267	33.05013795	368	Iraq	1997	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	0.89	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	-7.121425272000001	53.25274054	372	Ireland	1986	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	0.33	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	-7.121425272000001	53.25274054	372	Ireland	1986	F	Female	Y45T49	45 to 49 years old	1.3.2	Separated	2.8	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	-7.121425272000001	53.25274054	372	Ireland	1986	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	0.43	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
